ref_date,geography,industry,data_type,value
2023-04-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,145.1
2023-04-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,250.6
2023-04-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,316.6
2023-04-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,109.2
2023-05-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20253.9
2023-05-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1614.7
2023-05-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1852.4
2023-05-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2973.1
2023-05-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1028.4
2023-05-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1867.3
2023-05-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2663.3
2023-05-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1185.5
2023-05-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,7981.3
2023-05-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,614.6
2023-05-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,836.6
2023-05-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1127
2023-05-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,395
2023-05-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,813
2023-05-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,969.8
2023-05-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,464.3
2023-05-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2435.6
2023-05-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,244.6
2023-05-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,144.1
2023-05-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,364.3
2023-05-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,137.7
2023-05-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,244.2
2023-05-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,317.2
2023-05-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,108.8
2023-06-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20325.1
2023-06-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1612.2
2023-06-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1857.4
2023-06-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3007
2023-06-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1042.2
2023-06-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1871.7
2023-06-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2686.9
2023-06-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1192
2023-06-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8029.9
2023-06-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,612.4
2023-06-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,836
2023-06-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1142.3
2023-06-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,407.2
2023-06-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,820.3
2023-06-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,977.5
2023-06-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,468.5
2023-06-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2438.5
2023-06-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,246.4
2023-06-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,142.8
2023-06-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,375.3
2023-06-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,140.3
2023-06-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,242.2
2023-06-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,319.1
2023-06-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,112.7
2023-07-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20356.9
2023-07-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1568.9
2023-07-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1864.9
2023-07-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3011.6
2023-07-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1026.7
2023-07-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1869.3
2023-07-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2715.6
2023-07-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1180.2
2023-07-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8037.7
2023-07-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,606.9
2023-07-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,840.9
2023-07-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1147.2
2023-07-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,401.1
2023-07-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,821.7
2023-07-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,982.4
2023-07-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,457.4
2023-07-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2454.8
2023-07-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,242.8
2023-07-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,148.5
2023-07-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,361.1
2023-07-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,138.3
2023-07-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,238.9
2023-07-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,325.9
2023-07-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,113.5
2023-08-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20423.7
2023-08-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1596.4
2023-08-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1848.8
2023-08-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3017.2
2023-08-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1042.7
2023-08-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1919
2023-08-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2714.8
2023-08-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1176.8
2023-08-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8052.4
2023-08-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,610.3
2023-08-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,836.6
2023-08-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1158.1
2023-08-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,399.5
2023-08-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,847
2023-08-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,981.6
2023-08-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,458
2023-08-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2465.1
2023-08-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,248.4
2023-08-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,150.8
2023-08-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,366.4
2023-08-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,139.2
2023-08-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,241.8
2023-08-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,329.1
2023-08-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,109.9
2023-09-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20473.1
2023-09-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1587
2023-09-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1854.3
2023-09-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,3006.3
2023-09-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1063.1
2023-09-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1921.4
2023-09-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2720.3
2023-09-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1190.7
2023-09-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8067.1
2023-09-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,604
2023-09-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,836.3
2023-09-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1146
2023-09-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,412
2023-09-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,856.3
2023-09-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,996.2
2023-09-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,467.1
2023-09-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2452.4
2023-09-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,236.1
2023-09-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,150.3
2023-09-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,359.4
2023-09-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,146.4
2023-09-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,232.8
2023-09-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,325.4
2023-09-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,106.5
2023-10-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20501.8
2023-10-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1606.5
2023-10-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1833.4
2023-10-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2990.8
2023-10-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1069.3
2023-10-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1924.9
2023-10-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2733.9
2023-10-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1197
2023-10-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8055.4
2023-10-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,603.3
2023-10-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,834.3
2023-10-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1126
2023-10-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,418.6
2023-10-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,854.3
2023-10-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,1006.2
2023-10-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,465.8
2023-10-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2475
2023-10-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,240.9
2023-10-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,151
2023-10-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,365.8
2023-10-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,147.3
2023-10-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,228.9
2023-10-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,320.5
2023-10-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,110.9
2023-11-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20522.2
2023-11-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1616.3
2023-11-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1861
2023-11-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2970.5
2023-11-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1080.9
2023-11-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1926.3
2023-11-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2737.9
2023-11-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1198.3
2023-11-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8063.9
2023-11-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,604.6
2023-11-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,839.4
2023-11-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1120.4
2023-11-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,422.5
2023-11-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,865.6
2023-11-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,990.2
2023-11-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,460.2
2023-11-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2479.5
2023-11-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,251.4
2023-11-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,149.7
2023-11-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,357.3
2023-11-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,145.7
2023-11-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,231.2
2023-11-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,323.5
2023-11-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,116.5
2023-12-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20530.6
2023-12-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1604.8
2023-12-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1849.9
2023-12-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2963.7
2023-12-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1073.6
2023-12-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1962
2023-12-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2748.2
2023-12-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1204
2023-12-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8038.2
2023-12-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,590
2023-12-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,835.2
2023-12-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1119.2
2023-12-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,419.9
2023-12-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,881.6
2023-12-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,985.2
2023-12-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,463
2023-12-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2480.9
2023-12-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,247.4
2023-12-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,144.1
2023-12-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,358.4
2023-12-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,141
2023-12-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,238.6
2023-12-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,320.7
2023-12-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,115.3
2024-01-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20552.1
2024-01-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1585.8
2024-01-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1841.6
2024-01-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2983.1
2024-01-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1085.6
2024-01-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1947.7
2024-01-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2743.5
2024-01-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1218.9
2024-01-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8051
2024-01-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,589.7
2024-01-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,832.3
2024-01-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1137.9
2024-01-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,415.2
2024-01-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,878.5
2024-01-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,978.4
2024-01-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,465.8
2024-01-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2488.1
2024-01-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,239.8
2024-01-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,143.9
2024-01-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,354.9
2024-01-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,147.5
2024-01-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,233.1
2024-01-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,322.8
2024-01-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,118.3
2024-02-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20593.8
2024-02-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1601.5
2024-02-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1830.7
2024-02-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2971.1
2024-02-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1101.8
2024-02-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1969.8
2024-02-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2743.5
2024-02-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1224.9
2024-02-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8054.6
2024-02-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,586.5
2024-02-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,828.8
2024-02-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1127.2
2024-02-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,425.2
2024-02-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,886.4
2024-02-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,976.9
2024-02-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,469.5
2024-02-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2503.4
2024-02-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,247.7
2024-02-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,146.5
2024-02-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,363.2
2024-02-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,148.3
2024-02-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,237.2
2024-02-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,314.9
2024-02-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,120.3
2024-03-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20620.8
2024-03-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1620.5
2024-03-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1844
2024-03-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2948.5
2024-03-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1094.9
2024-03-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1952.7
2024-03-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2784.7
2024-03-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1224.6
2024-03-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8092.5
2024-03-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,603.6
2024-03-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,836.6
2024-03-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1122.6
2024-03-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,433.6
2024-03-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,882.8
2024-03-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,994
2024-03-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,467.6
2024-03-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2507.2
2024-03-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,247.2
2024-03-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,152.5
2024-03-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,348.3
2024-03-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,144.8
2024-03-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,234.4
2024-03-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,326.2
2024-03-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,122.1
2024-04-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20674.9
2024-04-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1609.1
2024-04-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1855.4
2024-04-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2950.7
2024-04-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1094.2
2024-04-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1967.8
2024-04-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2800.1
2024-04-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1222.6
2024-04-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8114.1
2024-04-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,581.4
2024-04-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,849.7
2024-04-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1133.6
2024-04-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,435.3
2024-04-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,889.1
2024-04-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,999.5
2024-04-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,470.4
2024-04-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2512.6
2024-04-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,248.8
2024-04-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,153.4
2024-04-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,343.3
2024-04-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,143.8
2024-04-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,238.8
2024-04-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,324.4
2024-04-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,121.9
2024-05-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20707.2
2024-05-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1588.1
2024-05-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1859.1
2024-05-01 00:00:00,Canada,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,2939.6
2024-05-01 00:00:00,Canada,Transportation and warehousing [48-49],Seasonally adjusted,1087
2024-05-01 00:00:00,Canada,"Professional, scientific and technical services [54]",Seasonally adjusted,1969.8
2024-05-01 00:00:00,Canada,Health care and social assistance [62],Seasonally adjusted,2820.8
2024-05-01 00:00:00,Canada,Public administration [91],Seasonally adjusted,1226.5
2024-05-01 00:00:00,Ontario,"Total employed, all industries",Seasonally adjusted,8152.5
2024-05-01 00:00:00,Ontario,Construction [23],Seasonally adjusted,580.5
2024-05-01 00:00:00,Ontario,Manufacturing [31-33],Seasonally adjusted,835.8
2024-05-01 00:00:00,Ontario,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,1137.3
2024-05-01 00:00:00,Ontario,Transportation and warehousing [48-49],Seasonally adjusted,424.6
2024-05-01 00:00:00,Ontario,"Professional, scientific and technical services [54]",Seasonally adjusted,895.6
2024-05-01 00:00:00,Ontario,Health care and social assistance [62],Seasonally adjusted,1019.2
2024-05-01 00:00:00,Ontario,Public administration [91],Seasonally adjusted,471.4
2024-05-01 00:00:00,Alberta,"Total employed, all industries",Seasonally adjusted,2500.7
2024-05-01 00:00:00,Alberta,Construction [23],Seasonally adjusted,235.7
2024-05-01 00:00:00,Alberta,Manufacturing [31-33],Seasonally adjusted,157.9
2024-05-01 00:00:00,Alberta,"Wholesale and retail trade [41, 44-45]",Seasonally adjusted,341.1
2024-05-01 00:00:00,Alberta,Transportation and warehousing [48-49],Seasonally adjusted,147.7
2024-05-01 00:00:00,Alberta,"Professional, scientific and technical services [54]",Seasonally adjusted,237.4
2024-05-01 00:00:00,Alberta,Health care and social assistance [62],Seasonally adjusted,319.3
2024-05-01 00:00:00,Alberta,Public administration [91],Seasonally adjusted,125.5
2024-06-01 00:00:00,Canada,"Total employed, all industries",Seasonally adjusted,20708.1
2024-06-01 00:00:00,Canada,Construction [23],Seasonally adjusted,1585.2
2024-06-01 00:00:00,Canada,Manufacturing [31-33],Seasonally adjusted,1860.7
